ResponseName,ReleaseDate,Metacritic,RecommendationCount,IsFree,GenreIsNonGame,GenreIsIndie,GenreIsAction,GenreIsAdventure,GenreIsCasual,GenreIsStrategy,GenreIsRPG,GenreIsSimulation,GenreIsEarlyAccess,GenreIsFreeToPlay,GenreIsSports,GenreIsRacing,GenreIsMassivelyMultiplayer,PriceInitial,After2014,Expensive
Snapshot,2012.0,74,202,False,False,True,False,True,True,False,False,False,False,False,False,False,False,9.99,0,0
The Bridge,2013.0,74,2208,False,False,True,False,False,True,True,False,False,False,False,False,False,False,9.99,0,0
Awesomenauts,2012.0,78,17240,False,False,True,True,False,False,True,False,False,False,False,False,False,False,9.99,0,0
Serious Sam 2,2012.0,74,3532,False,False,True,True,False,False,False,False,False,False,False,False,False,False,9.99,0,0
Castle Crashers(r),2012.0,0,32371,False,False,True,True,True,True,False,True,False,False,False,False,False,False,14.99,0,0
Pineapple Smash Crew,2012.0,62,102,False,False,True,True,False,False,False,False,False,False,False,False,False,False,9.99,0,0
Pickers,2012.0,0,102,False,False,False,False,True,True,False,False,False,False,False,False,False,False,9.99,0,0
Call of Juarez(r) Gunslinger,2013.0,79,9891,False,False,False,True,False,False,False,False,False,False,False,False,False,False,14.99,0,0
Infested Planet,2014.0,75,1284,False,False,True,True,False,False,True,False,False,False,False,False,False,False,14.99,0,0
Confrontation,2012.0,51,260,False,False,False,True,False,False,True,True,False,False,False,False,False,False,19.99,0,0
Retro City Rampage(tm) DX,2014.0,0,1934,False,False,True,True,True,False,False,False,False,False,False,False,True,False,9.99,0,0
Deep Black: Reloaded,2012.0,39,178,False,False,False,True,False,False,False,False,False,False,False,False,False,False,29.99,0,1
Men of War: Condemned Heroes,2012.0,57,185,False,False,False,True,False,False,True,False,False,False,False,False,False,False,7.99,0,0
Sins of a Solar Empire(r): Rebellion,2012.0,82,5723,False,False,True,False,False,False,True,False,False,False,False,False,False,False,39.99,0,1
Magical Drop V,2012.0,0,347,False,False,True,False,False,True,False,False,False,False,False,False,False,False,0.99,0,0
Lumino City,2014.0,70,548,False,False,True,False,True,False,False,False,False,False,False,False,False,False,19.99,0,0
Dishonored,2012.0,91,25429,False,False,False,True,True,False,False,False,False,False,False,False,False,False,9.99,0,0
Rocksmith(tm),2012.0,78,781,False,False,False,False,False,True,False,False,True,False,False,False,False,False,29.99,0,1
Hell Yeah! Wrath of the Dead Rabbit,2012.0,64,2312,False,False,False,True,False,False,False,False,False,False,False,False,False,False,14.99,0,0
Foreign Legion: Multi Massacre,2012.0,0,273,False,False,True,True,False,True,False,False,False,False,False,False,False,False,6.99,0,0
Port Royale 3,2012.0,0,429,False,False,False,True,False,False,True,False,True,False,False,False,False,False,14.99,0,0
The Testament of Sherlock Holmes,2012.0,73,1468,False,False,False,False,True,False,False,False,False,False,False,False,False,False,19.99,0,0
1000 Amps,2012.0,0,231,False,False,True,False,True,False,False,False,False,False,False,False,False,False,4.99,0,0
Everquest (r),2012.0,0,492,True,False,False,False,False,False,False,True,False,False,True,False,False,True,0.0,0,0
Insanely Twisted Shadow Planet,2012.0,76,522,False,False,True,True,True,False,False,False,False,False,False,False,False,False,14.99,0,0
Jagged Alliance: Crossfire,2012.0,63,145,False,False,False,False,False,False,True,True,True,False,False,False,False,False,14.99,0,0
Luxor Evolved,2012.0,0,136,False,False,True,True,False,True,False,False,False,False,False,False,False,False,9.99,0,0
Yesterday,2012.0,0,420,False,False,False,False,True,False,False,False,False,False,False,False,False,False,9.99,0,0
Auditorium,2012.0,0,197,False,False,True,False,False,True,False,False,False,False,False,False,False,False,6.99,0,0
Chronicle: RuneScape Legends,2016.0,76,1405,True,False,False,False,True,False,True,False,False,False,True,False,False,False,0.0,1,0
Tiny and Big: Grandpas Leftovers,2012.0,75,3154,False,False,True,False,False,False,False,False,False,False,False,False,False,False,9.99,0,0
Jet Set Radio,2012.0,0,2719,False,False,False,True,False,False,False,False,False,False,False,False,False,False,7.99,0,0
Warlock 2: The Exiled,2014.0,73,646,False,False,False,False,False,False,True,False,False,False,False,False,False,False,19.99,0,0
Gunpoint,2013.0,83,8584,False,False,True,True,False,False,True,False,False,False,False,False,False,False,9.99,0,0
Gotham City Impostors Free to Play,2012.0,0,9300,True,False,False,True,False,False,False,False,False,False,True,False,False,False,0.0,0,0
Tales From Space: Mutant Blobs Attack,2012.0,83,485,False,False,True,True,False,False,False,False,False,False,False,False,False,False,7.99,0,0
Saints Row IV,2013.0,86,39363,False,False,False,True,True,False,False,False,False,False,False,False,False,False,14.99,0,0
To the Moon,2012.0,81,23170,False,False,True,False,True,False,False,True,False,False,False,False,False,False,9.99,0,0
Dungeons & Dragons Online(r),2012.0,0,1442,True,False,False,True,True,False,False,True,False,False,True,False,False,True,0.0,0,0
AirMech(r),2012.0,0,6994,True,False,True,True,False,False,True,False,False,True,True,False,False,False,0.0,0,0
3SwitcheD,2012.0,0,174,False,False,True,False,False,True,False,False,False,False,False,False,False,False,9.99,0,0
iBomber Defense Pacific,2012.0,0,437,False,False,True,False,False,True,True,False,False,False,False,False,False,False,4.99,0,0
Painkiller: Recurring Evil,2012.0,38,136,False,False,False,True,False,False,False,False,False,False,False,False,False,False,9.99,0,0
Alien Spidy,2013.0,0,117,False,False,True,True,True,False,False,False,False,False,False,False,False,False,9.99,0,0
Bang Bang Racing,2012.0,0,292,False,False,False,False,False,False,False,False,False,False,False,False,True,False,9.99,0,0
Sine Mora,2012.0,77,744,False,False,True,True,False,False,False,False,False,False,False,False,False,False,9.99,0,0
Indie Game: The Movie,2012.0,0,1507,False,False,True,False,False,False,False,False,False,False,False,False,False,False,9.99,0,0
SpeedRunners,2016.0,84,15156,False,False,True,True,False,True,False,False,False,False,False,True,True,False,14.99,1,0
Stellar Impact,2012.0,74,484,False,False,True,True,False,False,True,False,False,False,False,False,False,False,9.99,0,0
Legend of Grimrock,2012.0,82,3898,False,False,True,False,True,False,False,True,False,False,False,False,False,False,14.99,0,0
Fireburst,2012.0,59,111,False,False,False,True,True,False,False,False,False,False,False,False,True,False,9.99,0,0
Tony Hawks Pro Skater(r) HD,2012.0,0,1304,False,False,False,False,False,False,False,False,False,False,False,True,False,False,9.99,0,0
ArcheBlade(tm),2014.0,0,6963,True,False,True,True,False,False,False,False,False,False,True,False,False,False,0.0,0,0
Cubemen,2012.0,74,443,False,False,True,False,False,False,True,False,False,False,False,False,False,False,3.99,0,0
Ys: The Oath in Felghana,2012.0,73,694,False,False,False,True,True,False,False,True,False,False,False,False,False,False,14.99,0,0
Ys Origin,2012.0,76,1342,False,False,False,True,True,False,False,True,False,False,False,False,False,False,19.99,0,0
eXceed - Gun Bullet Children,2012.0,0,403,False,False,True,True,False,False,False,False,False,False,False,False,False,False,2.99,0,0
eXceed 2nd - Vampire REX,2012.0,0,201,False,False,False,True,False,False,False,False,False,False,False,False,False,False,5.99,0,0
eXceed 3rd - Jade Penetrate Black Package,2012.0,0,431,False,False,False,True,False,False,False,False,False,False,False,False,False,False,5.99,0,0
Wizorb,2012.0,81,638,False,False,True,True,True,False,False,False,False,False,False,False,False,False,2.99,0,0
Hack Slash Loot,2012.0,0,628,False,False,True,False,False,True,False,True,False,False,False,False,False,False,6.99,0,0
Rayman(r) Origins,2012.0,86,1142,False,False,False,True,True,False,False,False,False,False,False,False,False,False,19.99,0,0
Noitu Love 2: Devolution,2012.0,80,381,False,False,True,True,False,False,False,False,False,False,False,False,False,False,4.99,0,0
English Country Tune,2012.0,0,283,False,False,True,False,False,True,False,False,False,False,False,False,False,False,4.99,0,0
The Walking Dead,2012.0,82,28241,False,False,False,False,True,False,False,False,False,False,False,False,False,False,24.99,0,1
A Virus Named TOM,2012.0,65,612,False,False,True,True,False,False,True,False,False,False,False,False,False,False,9.99,0,0
Botanicula,2012.0,82,2268,False,False,True,False,True,True,False,False,False,False,False,False,False,False,9.99,0,0
Arena Wars 2,2012.0,0,384,False,False,False,True,False,False,True,False,False,False,False,False,False,False,3.99,0,0
Symphony,2012.0,75,1186,False,False,True,True,False,True,False,False,False,False,False,False,False,False,8.99,0,0
Janes Advanced Strike Fighters,2012.0,0,293,False,False,False,False,False,False,False,False,True,False,False,False,False,False,9.99,0,0
Sacred Citadel,2013.0,61,689,False,False,False,True,False,False,False,False,False,False,False,False,False,False,9.99,0,0
Moon Breakers,2012.0,0,429,True,False,True,True,False,False,False,False,True,False,True,False,False,False,0.0,0,0
Loadout,2014.0,72,40106,True,False,True,True,False,False,False,False,False,False,True,False,False,False,0.0,0,0
Endless Space(r) - Emperor Edition,2012.0,77,5037,False,False,True,False,False,False,True,False,False,False,False,False,False,False,29.99,0,1
Doom 3: BFG Edition,2012.0,0,3073,False,False,False,True,False,False,False,False,False,False,False,False,False,False,19.99,0,0
Avernum: Escape From the Pit,2012.0,76,481,False,False,True,False,False,False,True,True,False,False,False,False,False,False,9.99,0,0
Assassins Creed(r) III,2012.0,80,8592,False,False,False,False,True,False,False,False,False,False,False,False,False,False,19.99,0,0
F1 2012(tm),2012.0,80,1042,False,False,False,False,False,False,False,False,True,False,False,True,True,False,19.99,0,0
Omerta - City of Gangsters,2013.0,0,1329,False,False,False,False,False,False,True,False,True,False,False,False,False,False,19.99,0,0
STAR WARS(tm) Knights of the Old Republic(tm) II - The Sith Lords(tm),2012.0,85,5213,False,False,False,False,False,False,False,True,False,False,False,False,False,False,9.99,0,0
Lunar Flight,2012.0,0,421,False,False,True,False,False,False,False,False,True,False,False,False,False,False,14.99,0,0
Batman(tm): Arkham Knight,2015.0,0,27235,False,False,False,True,True,False,False,False,False,False,False,False,False,False,29.99,1,1
Blades of Time,2012.0,63,1240,False,False,False,True,True,False,False,False,False,False,False,False,False,False,9.99,0,0
Game of Thrones,2012.0,58,1601,False,False,False,True,False,False,False,True,False,False,False,False,False,False,19.99,0,0
Apotheon,2015.0,78,1612,False,False,True,True,True,False,False,True,False,False,False,False,False,False,14.99,1,0
Batman(tm): Arkham Origins,2013.0,74,17773,True,False,False,True,True,False,False,False,False,False,False,False,False,False,19.99,0,0
Drunken Robot Pornography,2014.0,66,548,False,False,True,True,False,False,False,False,False,False,False,False,False,False,14.99,0,0
Guns of Icarus Online,2012.0,64,11169,False,False,True,True,True,False,False,False,True,False,False,False,False,False,9.99,0,0
Resident Evil: Operation Raccoon City,2012.0,48,1173,False,False,False,True,False,False,False,False,False,False,False,False,False,False,29.99,0,1
Street Fighter X Tekken,2012.0,79,904,False,False,False,True,False,False,False,False,False,False,False,False,False,False,29.99,0,1
Call of Duty(r): Ghosts,2014.0,68,23993,False,False,False,True,False,False,False,False,False,False,False,False,False,False,59.99,0,1
Call of Duty(r): Ghosts,2014.0,68,23993,False,False,False,True,False,False,False,False,False,False,False,False,False,False,59.99,0,1
Stealth Bastard Deluxe,2012.0,80,751,False,False,True,True,False,False,False,False,False,False,False,False,False,False,9.99,0,0
Sherlock Holmes and The Hound of The Baskervilles,2012.0,0,167,False,False,False,False,True,True,False,False,False,False,False,False,False,False,9.99,0,0
Hero Academy,2012.0,75,643,False,False,True,False,False,False,True,False,False,False,False,False,False,False,4.99,0,0
A Valley Without Wind,2012.0,54,424,True,False,True,True,True,False,False,False,False,False,False,False,False,False,14.99,0,0
Analogue: A Hate Story,2012.0,62,1701,False,False,True,False,False,False,False,False,False,False,False,False,False,False,9.99,0,0
Mini Motor Racing EVO,2013.0,0,571,False,False,True,False,False,True,False,False,False,False,False,False,True,False,4.99,0,0
Strike Suit Zero,2013.0,66,1365,False,False,True,True,False,False,False,False,True,False,False,False,False,False,19.99,0,0
Magrunner: Dark Pulse,2013.0,0,229,False,False,False,True,True,False,False,False,False,False,False,False,False,False,9.99,0,0
Call of Duty(r): Advanced Warfare - Gold Edition,2014.0,78,20533,False,False,False,True,False,False,False,False,False,False,False,False,False,False,59.99,0,1
Call of Duty(r): Advanced Warfare - Gold Edition,2014.0,78,20533,False,False,False,True,False,False,False,False,False,False,False,False,False,False,59.99,0,1
Cortex Command,2012.0,44,1412,False,False,True,True,False,False,True,False,False,False,False,False,False,False,19.99,0,0
Fieldrunners,2012.0,0,173,False,False,True,False,False,True,True,False,False,False,False,False,False,False,4.99,0,0
War of the Immortals,2012.0,0,274,True,False,False,True,False,True,False,True,False,False,True,False,False,True,0.0,0,0
R.A.W. Realms of Ancient War,2012.0,0,476,False,False,False,True,False,False,False,True,False,False,False,False,False,False,14.99,0,0
Splice,2012.0,70,458,False,False,True,False,False,True,False,False,False,False,False,False,False,False,9.99,0,0
Lone Survivor: The Directors Cut,2012.0,81,1031,False,False,True,True,True,False,False,True,True,False,False,False,False,False,14.99,0,0
Blacklight: Retribution,2012.0,75,14567,True,False,False,True,False,False,False,False,False,False,True,False,False,False,0.0,0,0
Triple Town,2012.0,0,490,False,False,True,False,False,True,True,False,False,False,False,False,False,False,9.99,0,0
Spirits,2012.0,0,158,False,False,True,True,False,False,True,False,False,False,False,False,False,False,9.99,0,0
Angry Birds Space,2013.0,0,371,False,False,False,False,False,True,False,False,False,False,False,False,False,False,4.99,0,0
Sanctum 2,2013.0,77,9939,False,False,True,True,False,False,True,False,False,False,False,False,False,False,14.99,0,0
Cloudberry Kingdom(tm),2013.0,67,150,False,False,True,False,False,False,False,False,False,False,False,False,False,False,9.99,0,0
Rune Classic,2012.0,0,387,False,False,False,True,True,False,False,False,False,False,False,False,False,False,9.99,0,0
The Witness,2016.0,87,2111,False,False,True,False,True,False,False,False,False,False,False,False,False,False,39.99,1,1
Viking: Battle for Asgard,2012.0,0,1271,False,False,False,True,True,False,False,False,False,False,False,False,False,False,14.99,0,0
Unmechanical,2012.0,74,317,False,False,True,False,True,True,False,False,False,False,False,False,False,False,9.99,0,0
They Bleed Pixels,2012.0,74,1738,False,False,True,True,False,False,False,False,False,False,False,False,False,False,9.99,0,0
Primal Fears,2013.0,0,267,False,False,True,True,False,False,False,False,False,False,False,False,False,False,9.99,0,0
Magical Diary: Horse Hall,2012.0,0,723,False,False,True,False,True,False,False,True,False,False,False,False,False,False,14.99,0,0
Offspring Fling!,2012.0,79,481,False,False,True,False,True,False,False,False,False,False,False,False,False,False,7.99,0,0
Deadlight,2012.0,78,9380,False,False,True,True,True,False,False,False,False,False,False,False,False,False,14.99,0,0
DARK SOULS(tm): Prepare To Die(tm) Edition,2012.0,85,47180,False,False,False,True,False,False,False,True,False,False,False,False,False,False,19.99,0,0
Adventures of Shuggy,2012.0,0,996,False,False,True,False,False,False,False,False,False,False,False,False,False,False,4.99,0,0
RaceRoom Racing Experience,2013.0,0,5750,True,False,False,False,False,False,False,False,True,False,True,True,True,False,0.0,0,0
Wanderlust: Rebirth,2012.0,0,448,False,False,True,True,True,False,False,True,False,False,False,False,False,False,7.99,0,0
Thief(tm) Gold,2012.0,92,1116,False,False,False,True,False,False,False,False,True,False,False,False,False,False,6.99,0,0
Thief(tm) II: The Metal Age,2012.0,87,500,False,False,False,True,False,False,False,False,True,False,False,False,False,False,6.99,0,0
Conflict Desert Storm(tm),2012.0,56,190,False,False,False,True,False,False,False,False,False,False,False,False,False,False,6.99,0,0
Dead Hungry Diner,2012.0,0,116,False,False,True,False,False,True,False,False,False,False,False,False,False,False,6.99,0,0
Starbound,2016.0,82,57493,False,False,True,True,True,True,False,True,False,False,False,False,False,False,14.99,1,0
Conquest of Elysium 3,2012.0,0,271,False,False,True,False,False,False,True,False,False,False,False,False,False,False,9.99,0,0
Test Drive: Ferrari Racing Legends,2012.0,0,236,False,False,False,False,False,False,False,False,False,False,False,False,True,False,19.99,0,0
Galaxy on Fire 2(tm) Full HD,2012.0,0,1065,False,False,True,True,False,False,True,False,True,False,False,False,False,False,7.99,0,0
Kung Fu Strike - The Warriors Rise,2012.0,0,813,False,False,True,True,False,False,False,False,False,False,False,False,False,False,9.99,0,0
Resonance,2012.0,76,303,False,False,True,False,True,False,False,False,False,False,False,False,False,False,9.99,0,0
Star Conflict,2013.0,75,8394,True,False,False,True,False,False,False,False,True,False,True,False,False,True,0.0,0,0
Sugar Cube: Bittersweet Factory,2012.0,0,187,False,False,True,True,False,False,False,False,False,False,False,False,False,False,6.99,0,0
Vindictus,2012.0,76,3784,True,False,False,True,True,False,False,True,False,False,True,False,False,True,0.0,0,0
Mabinogi,2012.0,0,1922,True,False,False,True,True,True,False,True,True,False,True,False,False,True,0.0,0,0
Atlantica Online,2012.0,0,115,True,False,False,True,False,False,True,True,False,False,True,False,False,True,0.0,0,0
Continent of the Ninth Seal,2012.0,0,1014,True,False,False,True,False,False,False,True,False,False,True,False,False,True,0.0,0,0
Inversion(tm),2012.0,0,374,False,False,False,True,False,False,False,False,False,False,False,False,False,False,9.99,0,0
Sonic & All-Stars Racing Transformed,2013.0,79,8242,False,False,False,False,False,False,False,False,False,False,False,True,True,False,19.99,0,0
The Lord of the Rings Online,2012.0,86,5405,True,False,False,False,False,False,False,True,False,False,True,False,False,True,0.0,0,0
The Amazing Spider-Man(tm),2012.0,0,1279,False,False,False,True,True,False,False,False,False,False,False,False,False,False,39.99,0,1
Tom Clancys Ghost Recon: Future Soldier(tm),2012.0,71,2265,False,False,False,True,False,False,False,False,False,False,False,False,False,False,19.99,0,0
FTL: Faster Than Light,2012.0,84,31184,False,False,True,False,False,False,True,False,True,False,False,False,False,False,9.99,0,0
Party of Sin,2012.0,0,172,False,False,True,True,True,False,False,False,False,False,False,False,False,False,9.99,0,0
New Star Soccer 5,2012.0,0,241,False,False,True,False,False,False,False,False,True,False,False,True,False,False,14.99,0,0
Super Crate Box,2012.0,0,6179,True,False,True,True,False,False,False,False,False,False,True,False,False,False,0.0,0,0
Penny Arcades On the Rain-Slick Precipice of Darkness 3,2012.0,0,489,False,False,True,False,False,False,False,True,False,False,False,False,False,False,4.99,0,0
Transformers(tm): Fall of Cybertron(tm),2012.0,0,2149,False,False,False,True,False,False,False,False,False,False,False,False,False,False,49.99,0,1
The Lord of the Rings Online,2012.0,86,5405,True,False,False,False,False,False,False,True,False,False,True,False,False,True,0.0,0,0
LEGO(r) Batman 2 DC Super Heroes(tm),2012.0,0,624,False,False,False,True,True,False,False,False,False,False,False,False,False,False,19.99,0,0
Sonic Adventure 2,2012.0,0,3080,False,False,False,True,False,False,False,False,False,False,False,False,False,False,9.99,0,0
Dwarfs - F2P,2012.0,0,1468,True,False,True,False,False,True,True,False,False,False,True,False,False,False,0.0,0,0
South Park(tm): The Stick of Truth(tm),2014.0,0,25895,False,False,False,True,True,False,False,True,False,False,False,False,False,False,29.99,0,1
Magic 2014 -- Duels of the Planeswalkers,2013.0,0,4271,False,False,False,False,False,False,True,False,False,False,False,False,False,False,9.99,0,0
Aerofly FS 1 Flight Simulator,2012.0,0,105,False,False,True,False,False,False,False,False,True,False,False,False,False,False,9.99,0,0
Divine Divinity,2012.0,81,816,False,False,False,False,False,False,False,True,False,False,False,False,False,False,5.99,0,0
Minimum,2014.0,69,4050,False,False,False,True,False,False,False,False,False,False,False,False,False,False,9.99,0,0
I Am Alive,2012.0,66,1499,False,False,False,True,True,False,False,False,False,False,False,False,False,False,14.99,0,0
Deponia,2012.0,74,4759,False,False,True,False,True,False,False,False,False,False,False,False,False,False,159.99,0,1
Tower Wars,2012.0,59,1509,False,False,True,False,False,False,True,False,False,False,False,False,False,False,7.99,0,0
Gear Up,2015.0,0,6992,True,False,True,True,False,False,False,False,False,False,True,False,False,False,0.0,1,0
Alien: Isolation,2014.0,81,16116,False,False,False,True,False,False,False,False,False,False,False,False,False,False,39.99,0,1
LEGO The Lord of the Rings,2012.0,80,2653,False,False,False,True,True,False,False,False,False,False,False,False,False,False,19.99,0,0
Eets Munchies,2014.0,0,513,False,False,True,False,False,True,True,False,True,False,False,False,False,False,6.99,0,0
Mark of the Ninja,2012.0,91,11059,False,False,True,True,True,False,False,False,False,False,False,False,False,False,14.99,0,0
ETHER VAPOR Remaster,2012.0,0,208,False,False,False,True,False,False,False,False,False,False,False,False,False,False,7.99,0,0
Fairy Bloom Freesia,2012.0,0,902,False,False,True,True,False,False,False,False,False,False,False,False,False,False,7.99,0,0
Cherry Tree High Comedy Club,2012.0,0,514,False,False,True,False,True,False,False,False,False,False,False,False,False,False,7.99,0,0
Call of Duty: Black Ops - Mac Edition,2012.0,0,197,False,False,False,True,False,False,False,False,False,False,False,False,False,False,39.99,0,1
Thirty Flights of Loving,2012.0,88,1151,False,False,True,False,True,True,False,False,False,False,False,False,False,False,4.99,0,0
Space Rangers HD: A War Apart,2013.0,68,1663,False,False,False,True,True,False,True,True,True,False,False,False,False,False,14.99,0,0
Guacamelee! Gold Edition,2013.0,88,4568,False,False,True,True,True,False,False,False,False,False,False,False,False,False,14.99,0,0
The Basement Collection,2012.0,0,808,False,False,True,False,True,False,True,False,False,False,False,False,False,False,3.99,0,0
Half Minute Hero: Super Mega Neo Climax Ultimate Boy,2012.0,75,1147,False,False,False,True,False,True,False,True,False,False,False,False,False,False,9.99,0,0
GameMaker: Studio,2012.0,0,2456,True,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0
Painkiller Hell & Damnation,2012.0,64,2214,False,False,False,True,False,False,False,False,False,False,False,False,False,False,19.99,0,0
Air Conflicts: Pacific Carriers,2012.0,0,323,False,False,False,True,False,False,False,False,True,False,False,False,False,False,12.99,0,0
Total War(tm): ROME II - Emperor Edition,2013.0,76,29200,False,False,False,False,False,False,True,False,False,False,False,False,False,False,44.99,0,1
Intrusion 2,2012.0,80,929,False,False,True,True,False,False,False,False,False,False,False,False,False,False,9.99,0,0
WAKFU,2014.0,76,3373,True,False,False,False,True,False,True,True,False,False,True,False,False,True,0.0,0,0
Ragnarok Online,2013.0,79,980,True,False,False,False,False,False,False,True,False,False,True,False,False,True,0.0,0,0
ROSE Online,2012.0,0,360,True,False,False,False,False,False,False,True,False,False,True,False,False,True,0.0,0,0
The Book of Unwritten Tales,2012.0,82,1159,False,False,False,False,True,False,False,False,False,False,False,False,False,False,19.99,0,0
The Secret World,2012.0,74,3131,False,False,False,False,True,False,False,True,False,False,False,False,False,True,29.99,0,1
Primal Carnage,2012.0,67,5121,False,False,True,True,False,False,True,False,False,False,False,False,False,False,7.99,0,0
Rocketbirds: Hardboiled Chicken,2012.0,74,1591,False,False,True,False,True,False,False,False,False,False,False,False,False,False,9.99,0,0
The Incredible Adventures of Van Helsing,2013.0,72,5036,False,False,True,True,True,False,False,True,False,False,False,False,False,False,14.99,0,0
Demonicon,2013.0,0,498,False,False,False,True,True,False,False,True,False,False,False,False,False,False,14.99,0,0
Home,2012.0,69,1372,False,False,True,False,True,False,False,False,False,False,False,False,False,False,2.99,0,0
Zeno Clash 2,2013.0,0,813,False,False,True,True,False,False,False,False,False,False,False,False,False,False,14.99,0,0
Fieldrunners 2,2013.0,73,272,False,False,False,True,False,True,True,False,False,False,False,False,False,False,9.99,0,0
Dream Pinball 3D,2012.0,61,429,False,False,False,False,False,True,False,False,True,False,False,False,False,False,6.99,0,0
Dungeon-Party,2013.0,0,408,True,False,False,False,False,False,False,False,False,False,True,False,False,True,0.0,0,0
Jagged Alliance 2 - Wildfire,2012.0,0,335,False,False,False,False,False,False,True,True,False,False,False,False,False,False,6.99,0,0
Go Home Dinosaurs!,2013.0,0,296,False,False,True,False,False,True,True,False,False,False,False,False,False,False,9.99,0,0
Tiny Troopers,2012.0,57,577,False,False,True,True,False,False,True,False,False,False,False,False,False,False,4.99,0,0
Gemini Wars,2012.0,53,109,False,False,True,False,False,False,True,False,False,False,False,False,False,False,14.99,0,0
MapleStory,2012.0,0,3378,True,False,False,False,False,True,False,True,False,False,True,False,False,True,0.0,0,0
Don Bradman Cricket 14,2014.0,0,341,False,False,True,False,False,False,False,False,True,False,False,True,False,False,39.99,0,1
Gateways,2012.0,72,140,False,False,True,False,False,False,False,False,False,False,False,False,False,False,4.99,0,0
Fallen Enchantress,2012.0,78,244,False,False,True,False,False,False,True,True,False,False,False,False,False,False,39.99,0,1
Blood Bowl: Chaos Edition,2012.0,0,1158,False,False,False,False,False,False,True,False,False,False,False,True,False,False,29.99,0,1
Of Orcs And Men,2012.0,69,804,False,False,False,True,False,False,False,True,False,False,False,False,False,False,29.99,0,1
Doctor Who: The Eternity Clock,2012.0,0,301,False,False,False,True,True,False,False,False,False,False,False,False,False,False,9.99,0,0
Dementium II HD,2013.0,37,779,False,False,True,True,True,False,False,False,False,False,False,False,False,False,4.99,0,0
Rise of the Triad,2013.0,67,1944,False,False,False,True,False,False,False,False,False,False,False,False,False,False,14.99,0,0
Worms Armageddon,2013.0,0,1967,False,False,False,False,False,False,True,False,False,False,False,False,False,False,14.99,0,0
Karateka,2012.0,48,144,False,False,True,True,False,False,False,False,False,False,False,False,False,False,9.99,0,0
Dins Curse,2012.0,76,111,False,False,True,True,False,False,False,True,False,False,False,False,False,False,9.99,0,0
Anna - Extended Edition,2013.0,75,1171,False,False,True,False,True,False,False,False,False,False,False,False,False,False,9.99,0,0
Age of Conan: Unchained,2013.0,0,777,True,False,False,True,True,False,False,True,False,False,True,False,False,True,0.0,0,0
Dogfight 1942,2012.0,0,338,False,False,False,True,False,False,False,False,False,False,False,False,False,False,9.99,0,0
Special Forces: Team X,2013.0,48,258,False,False,False,True,False,False,False,False,False,False,False,False,False,False,9.99,0,0
Alien Rage - Unlimited,2013.0,52,1268,False,False,False,True,False,False,False,False,False,False,False,False,False,False,19.99,0,0
BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien,2013.0,85,2564,False,False,True,True,False,False,False,False,False,False,False,False,False,False,14.99,0,0
Unity of Command: Stalingrad Campaign,2012.0,84,439,False,False,True,False,False,False,True,False,False,False,False,False,False,False,19.99,0,0
Dungeonland,2013.0,67,1866,True,False,False,True,False,True,False,False,False,False,True,False,False,False,0.0,0,0
PlanetSide 2,2012.0,84,32759,True,False,False,True,False,False,False,False,False,False,True,False,False,True,0.0,0,0
Frontline Tactics,2012.0,0,1031,True,False,False,True,False,False,True,False,False,False,True,False,False,False,0.0,0,0
Smashmuck Champions,2013.0,0,898,True,False,True,True,False,False,False,False,False,True,True,False,False,False,0.0,0,0
Defenders Quest: Valley of the Forgotten (DX edition),2012.0,0,2173,False,False,True,False,False,False,True,True,False,False,False,False,False,False,14.99,0,0
Planets Under Attack,2012.0,0,442,False,False,True,False,False,False,True,False,False,False,False,False,False,False,9.99,0,0
PAYDAY 2,2013.0,79,219763,False,False,False,True,False,False,False,True,False,False,False,False,False,False,19.99,0,0
Lucius,2012.0,59,4551,False,False,True,True,True,False,False,False,False,False,False,False,False,False,9.99,0,0
iBomber Attack,2012.0,0,127,False,False,True,True,True,False,False,False,False,False,False,False,False,False,5.99,0,0
Scribblenauts Unlimited,2012.0,75,5684,False,False,False,False,True,True,True,False,False,False,False,False,False,False,19.99,0,0
Pid,2012.0,63,2171,False,False,True,False,True,False,False,False,False,False,False,False,False,False,9.99,0,0
Mercenary Kings,2014.0,76,1714,False,False,True,True,True,False,False,True,False,False,False,False,False,False,19.99,0,0
Hotline Miami,2012.0,85,30833,False,False,True,True,False,False,False,False,False,False,False,False,False,False,9.99,0,0
Ultratron,2013.0,0,522,False,False,True,True,False,False,False,False,False,False,False,False,False,False,9.99,0,0
Droid Assault,2013.0,0,264,False,False,True,True,False,False,False,False,False,False,False,False,False,False,9.99,0,0
The Banner Saga: Factions,2013.0,67,704,True,False,True,False,False,False,True,True,False,False,True,False,False,False,0.0,0,0
NBA 2K13,2012.0,90,451,False,False,False,False,False,False,False,False,False,False,False,True,False,False,29.99,0,1
Chivalry: Medieval Warfare,2012.0,79,42478,False,False,True,True,False,False,False,False,False,False,False,False,False,False,24.99,0,1
Proteus,2013.0,80,2230,False,False,True,False,True,True,False,False,False,False,False,False,False,False,9.99,0,0
Dogs of War Online,2014.0,0,673,True,False,False,False,False,False,True,False,False,False,True,False,False,False,0.0,0,0
